Review	Liked
The food is exceptional for pasta lovers. Great presentation. No gluten free pasta dishes though. I got a pasta with duck and it tasted terrific! The drinks are unique and expensive even during lunch hour. They put a ton of ice in each mixed drink, which really makes it a flavored ice drink in my opinion. I would order from their wine list instead.	1
The prosciutto is one of the most interesting dishes with amazing crispy chewy dough and generous cheese and prosciutto - very rich. The sanremese calamari salad is dressed perfectly and fresh, and a great alternative to fried calamari that every Italian restaurant has. The porchetta is incredibly fatty and fragrant, if you don’t mind gaining a pound or two. I thought the handkerchief pasta was interesting, but not mind blowing so I’m fine with just trying it once, but I return for the others I mentioned.	1
First time here got the arugula salad and pork belly as my main it was probably the best pork belly I had. The place it self is different good. 	1
Might be my favorite restaurant right now in LA...so delicious...you must get the pesto... 	1
The service was great. It is located in a small street in the Art District of Los Angeles but was crowded during the lunch. This is not a place for vegetarians but is a good restaurant. I was only able to eat the egg dish since most had pork in it. I wasn't sure if I could leave since the waitress had already served water and was very nice. My friend ordered some pork dish and I ordered the egg dish. He loved the food. The check was about $50 which I thought a little bit pricey for lunch. Nonetheless I give it a 5 stars for its excellent service and environment. I always judge a place by its service to see if the money is well spent.	1
Hip, happening, modern and classic Italian cuisine. Come for the food and the vibe...watch them making the pasta...	1
This spot never fails to deliver. They serve fresh dishes for fair rates, there no long wait even when the place is loaded.	1
Oh my goodness, this place is amazing!!! The food is out of this world! MUST TRY! An absolute gem of a restaurant in LA.	1
What can I say, My family was very hungry. Definitely fixed our Italian cravings. We had prosciutto, gnocchi with lamb sauce, 2 kinds of pizza, fried chick pea & flower blossom, seafood ravioli, 2 kinds of pasta dishes, piedmont wine, panna cotta and gelato. Service was perfect. Staff was very attentive.	1
Attended a work lunch and the place was jam packed. Food and cocktails were phenom, can't wait to go for dinner. Definitely a share plate spot. Delicious!	1
Gastro phenomenal!! Venue, service and food exceed expectations every since visit.	1
This spot always delivers. They have excellent food for fair prices, there no long wait even when they are busy.	1
Five star delicious food service. Staff are very friendly and helpful! Wanna back again later soon! 	1
Cool, trendy atmosphere. Excellent service. Everything was delicious!	1
Fantastic service. Everyone talks about the mandilli di seta (the handkerchief pasta), and for good reason. It's a very unique combination of texture and flavor that is so satisfying. For my daughter and me, it tickles a part of our brains that nothing else in the world can. We keep coming back for it. For my wife it's just pretty good. Definitely recommend getting several dishes and sharing amongst the group. Valet parking is $6 in the day and $8 in the evening which is very much on the cheaper side for parking in Downtown LA.	1
Great welcoming service and awesome food! 	1
Cant remember the name of my dish, but it was incredibly delicious. Pasta, ham, pork sausage and prosciutto. Parmesan cheese on top. It was on of the best Italian dishes I've ever had. Thank you for the hospitality.	1
Amazing food! I would definitely come again!!	1
Very good food, but it will cost you. The menu does change on a regular basis.	1
Italian food and the scene here is better than most. came in on a weds. staff treated us so nice. prices were fair.	1
Excellent for authentic Italian. Many of the ingredients are from Italy or locally grown. I got the Casonzei and it was fantastic!!! 	1
I love this place a lot. theres a romantic spirit. The food is exeptionaly good. the service is dynamic and the crew is professional. The price is modest. very much recommend.	1
The food here is expensive, but very good. It caters to local fashion district and artistic crowd in the area. I've been here twice now. The pasta is fresh and flavorful. The appetizers are interesting and well portioned. I have yet to taste something average. Try it for a business lunch or a nice dinner. Trendy...but not ostentatious.	1
A preferred place for italian food. The food was so savory. Really nothing but great experiences here, so I will be back. Menu is like a cafe in Indianapolis I liked.	1
It's very good, fantastic service, the food is just shy of excellent.	1
Good & nice Italian food....kind service, price little	1
Really good, fair price, you can see it small but is not, it fits you just as perfect, so romantic, the food is delicious and the attention was incredible, definitely coming back, recommend it 100% please go, and let me know how delicious was. You should take a look in the desserts, are amazing!	1
Yummy food.	1
Fantastic food, really nice atmosphere, surprisingly very friendly patrons. On the pricey side but definitely worth a visit 	1
amazing fresh pasta, service was great and the desserts were perfect	1
The restaurant was clean with great lighting and vibe. The staff was warm and welcoming. Every last bite of the food was amazing. It was magical and make for an absolutely fantastic dinner!	1
Service was professional, warm, and attentive. Food was as good as it gets-- inside or outside Italy. Decor is perfect for the zone.	1
italian food and service at this place is great. Don't worry if it's busy, it is worth the wait. Service treated us so kindly. The bill was decent. Feels similar to a restaurant in New York I loved.	1
Really great low key place! It’s medium sized and even with a lot of people, wasn’t too loud. I got the gnocchi and it was really good, definitely recommend. Portion size was perfect too, just enough to feel full. Parking was really tough as I didn’t want to valet, so definitely better to uber if it’s cheaper than valet parking. If you bring your own car, be ready to drive around the block for 15 mins to get parking.	1
Fantastic food and atmosphere. I highly recommend a visit. The staff is exceptional and they have a reasonable wine list	1
I won't go back... My plate was so salty, even my salad. I had two others there with me who agreed so I'm not exaggerating. Service was standard, as the menu speaks for itself. I will say, I really didn't like all water boys/men (way too many) just standing there watching over us, now that is exaggerated. Sorry but I'm not one to have someone at my beckon call when I eat over some water. All and all forr the price of the little bit of food I ate & service, yah I won't ever go back...	0
Slow service, food was so salty we couldn't eat it	0
Expensive for the volume of food. Didn't recognize anything on the menu. Too trendy for me, but it was packed. May be for more of a foodie.	0
overly salty food, disappointing	0
too much salt in everything, very little quantity. I would say the other reviews are quite pretentious	0
junk	0
Cancelled my order then was rude on the phone	0
They got my order wrong, and then they "fixed" it, but still didn't get the order rt & they looked bothered to correct it. Everyone makes mistakes, but they should have been as polite as I was patient. I left and I still didn't get what I ordered & paid for.	0
The place it self is extremely dirty at eye sight. Also, the wait time was insane. We ordered two burgers, and both were equally gross. One burger was dry while the other one was under cooked, wet and over sauced.	0
The fish sandwich was burned, second one has no taste, chilli fries was too oily	0
Too expensive two cheeseburger combo for $25	0
So.....I gave this have a few chances. First time I ordered thru Postmates I was impressed. The second time, it was pretty bad, but still figured it was an off night. Nope. Third time and it's TERRIBLE. I wish I could attach a picture, but their idea of an Asada TACO is just a bunch of over cooked meat and soggy tortillas. No pico , no sauce, nothing but just the meat and tortilla. Are you joking?	0
Good luck getting your order right.	0
Food is not so great. The cooks are creeps.	0
Not cool. Waited 20 minutes for my order. Then when i asked about my order, it took another 10 minutes. And to top it off, my kid gets sick. Just like i told the big lady in the front. I specifically stated to her that my chicken strips were not cooked long enough. Never again.	0
Food is not great and atmosphere is depressing. 	0
Troys has really stepped it down. Just got a burger and fries and it was unpleasant. Not the first time I have been disappointed here. It tasted like a school hamburger.	0
Not what I expected from my high school years	0
The worst hamburger in the world.	0
I recieved food poisening from there steak sandwich here on Dec 2015 won't be back ever I was stuck in bed for two days with fever and sum	0
Too expensive.	0
It's a pretty good place to grab a quick bite but the parking sucks just like most places there's never enough parking space . 	0
The place was nice and clean, but the food was frozen packaged that they just reheat. Not the best.	0
I was the only customer and why was the service do slow? I ask for an item, employee walks away for 30 seconds to chat and then come back. This happened over and over for each item ordered. I had purchased about 5 items and took over 5 mins before I can be rung up. The food was below average. Never going back there.	0
This place is closed.	0
It had one sale man at the counter for cashier and serve food. He had the bad attitude toward customer. He shouldn't be serve the customer.	0
It's not the cleanest place and it's cash only. Even though I've been here many times, I don't recommend this place unless you're here already and are okay with eating subpar dimsum.	0
I found a hair in one of my sandwiches and ever since then I cannot eat at this restaurant without thinking about throwing up. I will never go here again that was disgusting and I can’t believe no one else has complained about this. It’s disgusting.	0
3 times in a row that I get stale and cold fry’s. Mcchicken bun was hard and the chicken patty was inedible. They need to get their quality up.	0
They got the order wrong 3 times and in the end the food was cold	0
Everytime I go here the always park me and no one in the drive threw and to top it off the Male manager said what you want cold food smh	0
I bought this after 5pm. Good job McDonald’s keep up the good work.	0
Treated very disrespectfully they forgot to order me something and called the manager when i was double checking my items. Through food away and went to taco bell. There right across the street so head on over	0
When I place the order I was missing something at the window they told me that I need to go back to the drive thru to order them again and these is couple that they don't put the order correct.	0
They don't put your order in correctly	0
Breakfast crew is slow	0
There's a cashier there that gave me the wrong change back from a $2.59 order. I gave her $10.75 and got back $1.16. They said I was wrong and I left my name & #, they counted the drawer & nobody called me. The called later that day & was told I had $4.00 there to pick up. Wrong again with the amount ! Make sure you get back the correct change if you go there...	0
I ordered sausage and egg mcmuffin and got ham and egg mcmuffin. Just a quik order off the 99 ruined my breakfast	0
The food was so nasty, fries where super dry and had a bitter taste to them, the hot and spicy chicken Sandwich was super dry and it wasn’t even hot. If I could give it zero stars I would	0
Waited for my food for 20 mins asked for sauce and got none! And my food was ice cold. Ridiculous. I used to work here and they treat their employees horribly to top it off.	0
Burnt, crusty sausage. It actually looked like a raisin. Also, they gave me TWO bottom buns on my chicken sandwich. ANDDD they put the very end of the tomato( the part you're supposed to throw away) on there as well. AND THE WHOLE SANDWICH SMELLED LIKE ROTTEN SAUCE. I do NOT reccomend. The smoothies were good tho lol	0
Worst experience ever!!! All I said I wanted was a number 2 combo large, 2 sausage egg mcmuffins, and a OJ. I said it 5 times to 3 different people and they kept getting it wrong. Not until I said the number 2 was a cheeseburger meal, then they said they wont serve lunch for 8 more mins. No one said that and I didnt know, since other McDonald's I been to serve lunch at 10am or even 11am. So I left with something extra I paid for that I didnt want and left without my other meal I wanted. Normally i dont ask for it, but i want something to be done about this!	0
As I was paying for my food the other night, the manager walked over to count the drawer. She was staring right at me, rudely! I asked her is she knew me to which she shook her head no, and the rolled her eyes, and kept staring before she walked away. She is also the same manager that yelled at customers to leave if they thought the newbie was taking too long at the register. SMH. That McDonald's has the biggest turnaround with staff...it's no wonder.	0
I didnt get anything new and it really made me wonder why it would take 23 min for 2 breakfast meals? On top of that it didnt make me feel good for the rest of the day.	0
Fires where not fresh. Taste like they been out on counter for while. And my big mac was a mess. Just tossed it in the trash. 	0
Messed up my order again. Someone else wanted to take make order. Ordered dine in order placed to go so we left	0
Broken ice cream machine on a hot day. Only to find out in the middle of a busy drive through.	0
This place sucks!! Horrible service!!! I ordered a hamburger and it came without the meat!!! Just buns! 	0
Ordered three apple pies. Must been old. Dry as the dirt	0
That sucks	0
They never have pies or the cookies I want. I don't mind the wait but I don't even get the option offered to me. It's been 4 times already.	0
Not a fan	0
How much how much more can they charge us and how much smaller can they make their food 	0
Customer service very poor. Got up to pay at the drive through and wanted to add. Was told to go around again Nd pay. What the ....	0
As usual still put pickles in the burger after i told her i didnt want them! 	0
They always have something broken or run out. This time they didn't have SODA! 	0
The bathrooms are dirty.	0
This McDonald's service sucks. Staff doesn't care about your order. I had a mobile order and was trying to ask for help, but seemed that the cashier was blowing me off and just told me to wait til it was submitted through the system. Um, hello!!! I'm running late for work...	0
Drive thru was very slow today.. 	0
Slow was on lunch waited 15 min for my food and then at the desk told me thier outta smoothies very bad service !!!! Need to train thier people better especialy cashiers they seem lost	0
The service is really bad, when ever I order a bunch of burgers they mostly always get the number wrong.If I say I wanted 12 mcchickens they would end up giving me like ten or simple orders at times where you just ask for ketchup on the burger.Although I do like McDonald’s this one is not just the right one for me.	0
They made 6 cars pull over and wait. If tbis is the practice, they need to HIRE MORE EMPLOYEES! Not returning here!	0
Food cold	0
This place us to be ok. But now i alway get cold fries and stale food. I also have to run to the bathroom after eating here. I wish they'd go back to how they use to be.	0
Service is slow. Always want you to park and wait for them to bring your order out. 	0
I hate McDonald's because they push so hard for you to use the kiosks to order .	0
This place is packed and horrible	0
Always gets the order wrong and takes forever 	0
If your only taking cash put a sign up before you get into the drive thru not when there are 6 cars behind you and your at the menu ready to order! Poor poor management poor planning poor customer service! I should have learned the last few times with the crappy service I received. Next time I’ll just take the extra time and drive to Selma!	0
The bathroom was super nasty	0
Food was bad went to go get fresh food and got food back refried instead nuggets wear missing drive-thru service was terrible attitude of employees was bad When food was finally brought to me was rudely asked the try before I left to make sure that it was was done right this time	0
I asked for a boneless burger and they hung up....... how rude 	0
Worst service ...orders all usually wrong	0
Nasty food	0
I repeated my order three time no mayo and they put extra mayo! and no lettuce! And the manager was very rude didnt offer to fix or make it right! 	0
Slow service	0
Poor service.	0
The manager called my voice stupid when I was folding a complaint on a mess up on my order.	0
Customer service is very bad and service times are slow	0
Been there the last 5 days in a row and it is never open at 5am	0
Friendly but wow does it take forever and always mixing and messing up orders .. thumbs down for this one	0
The manager hung up on me three times becuase I asked a question and called me an idiot then the third time my relative called her and she hung up	0
The manager hung up on me twice because I didn't know what they had on their menu. The only reason I gave them one stars because you can't give them no stars. 	0
It was trrible	0
Be prepared to pull off to the side after you order. The manager does this all the time to try to make their drive thru times look better	0
Was given the wrong order, I attempted to call, it went to voicemail. Mistakes happen	0
This is the second time I've gotten iced coffee from this location and it literally just tastes like sweet milk... so sad.. 	0
This place was disappointing! First they had stuff on there drive thru menu that was already discontinued or no longer available. Then when I have to basically park across the street to wait for my order. They were so slow they have the parking lot full of cars waiting for there orders. That they started sending people across the street to park and wait for there food.	0
Kinda dirty	0
Food was hot which is great. Service could be better. They had one person at the counter taking your order, took a very long time to get your food. They did apologize about the wait. Everyone was polite.	0
It's McDonald's, food is good but fries are half empty even when asked to make sure it's actually full.	0
Poor service	0
Meh. Service but no personality or character. I always feel like I am bothering them for food. Just sayn	0
Food was very cold.guess I should have known as they were very slow.	0
Its ok if u like frozen patties and bad service go to fowler mcdonalds where u get bad coffee all the time plus I just seen a guy worker put his dirty hands in the ice like it was the normal thing to do 	0
Did McDonald's change its meat formula? 1/4 Pounder tasted like some kind of soy mixture. Plain cheeseburger did as well.	0
Super slow. Tons of people working all at a crawl	0
When you're hungry even garbage looks appealing. Solid 2 stars.	0
Fowler McDonald's is not always good. They seem to screw order up 8 out of 10 times.	0
They need to get on the ball st this place. Customer service is headed toward a downward spiral	0
it is not good.	0
it is not bad.	1
it's bad.	0
it's good.	1
Great atmosphere and service. Happy hours on Tuesday night is one of the best time to try out their menu. Lots of great choices for wine lovers!	1
Outstanding service, great tapas and wine selection. Some tapas a little slow coming out but that's not always a bad thing on a Friday night! Food good enough to make it worth the wait. Chocolate flan and Ruby Port to top it off. We'll be back.	1
I had really bad experience today. I ordered the pickup order couple hours ago through the website with a specific time and I waited for more than 45 minutes before I finally got attention to the manager to finally get the order. I called the restaurant the moment I arrived, and within these 45 minutes I called another 4 times and each time it was a different person telling me they would check. I understand this is a hard time for restaurants but I see waves of people coming to dine-in and with me trying to obey the social distancing to order curbside and get this kind of experience where apparently the waitress just don’t care and fine I won’t come again.	0
Food was good but the meals are made to fill up a four year old they are so small 60 dollars later we are going to order Chinese from China king	0
Carry out is terrible, literally had to wait 30 minutes over the time I was given for pick up. Despite checking with them multiple times, the carry out structure is a mess and because of that I am giving this place 1 star.	0
Food is bad for the price, service horrible. I felt very uncomfortable eating there.	0
We were seated at 6:45 and my meal hadn’t arrived when we left at 8:20. My sisters and I had a 6:45 reservation and were seated quickly. It was ten or fifteen minutes until the waitress stopped by our table, so we ordered drinks and our meals at the same time to keep things moving. The next time  our waitress stops by - half an hour later - she is surprised to see that two of us don’t have our food. At 7:55, my sister’s meal finally arrives, and I’m reassured mine is coming soon. At 8:10, the waitress lets me know that it will be a while longer, and we tell her we’ll just be leaving. She leaves to get the check for the drinks and my sisters’ meals. At 8:20, without ever having received my meal or even the check for our drinks and my sisters’ meals, we leave cash on the table and leave. There are endless great restaurant options on Southwest Boulevard and nearby Crossroads. Pick literally anywhere else.	0
I'm so sad. My boyfriend and I took my son out- just home from college- for what we thought would be an amazing dinner- based on our past experiences. Honestly, truly, my very expensive drink tasted like water with lime juice. Same with my boyfriend's drink. Not a good sign when every dish needs table salt added. Would have ordered more food, including dessert- maybe gambled on another drink. Instead we were given the check in passing and our credit card and receipt were returned in the same manner. This was our "really special-save up money- twice a year kinda $$$ that we really don't have" evening. I am so disappointed	0
weird taste, crowded seating, awkward parking, trip when leaving, overall a disappointment	0
The food : not bad, the staff !! I didn’t feel welcome at all. The girl who received us on the front door “ I think she want to kick us out” looking at us by disguising look! Putting my plates so far from me! I didn’t enjoy my food because of this!!	0
I don't remember me servers name, however will NOT be coming back. Felt as if it was an awkward atmosphere. DID NOT feel comfortable and didn't look very clean back in the kitchen area.	0
Server was ridiculously untrained.  Will be a while before I return.  Too many other wonderful restaurants on the Boulevard to enjoy.	0
Disrespectful staff, waiter/waitress no where to be found. My wife and I were seated with our sleeping 7 month old next to the loudest table in the place and was asked to place him on the ground under our table. After waiting 20 min and getting no table service we had no choice but to leave. Do your self a favor and find a better establishment to spend your money.	0
It is my worst experience for my guests and I here in Kansas City Restaurant called "La Bodega". First, I order a Grilled chicken/ Pollo a la Parrilla with Cheese and Pincho de Pollo y Chorizo, waiting for 10 min, and they told that they have 1 Grilled Chicken only around 2:30pm, well I ordered a different dish for my friend, 5 min later they told us they don't have the other dish that we ordered. Finally, Everyone ordered different dishes, and those were raw. Very disappointed. The manager told us, sorry it happens! I never make bad comments because I understand that businesses have good and bad things, but the truth is that this was my worst experience. I felt worse for inviting my friends to a place like this!!!	0
We had a nice sized bill with the worst service ever!  I will not be going back here anytime soon.  We waited an hour for 4 meatballs and some toast with goat cheese on it.  Ridiculous.	0
The pitcher of sangria had no fruit, and filled with ice. Just a few slices of Apple in a wine glass.  Way over priced for the service.  The outdoor seating is very noisy, it sits under a highway overpass. Not worth the money.	0
Disrespectful staff, poor service and a lack of urgency. Waited for 45 minutes for a sandwich that takes 5 minutes to make. Don't waste your time.	0
The food was awful.	0
Don't  like it, to much fat!	0
Music is terrible no alternate options in menu seats out side are terrible feels like I'm going to get a bloat just sitting also bees and flies every where.	0
Such a charming, quirky little spit to grab some breakfast and coffee! The staff even drew little cartoons on our coffee cups! I had the Sink (?) which was a box full of potatoes, eggs, chorizo, pico, cheese, and salsa verde. It was huge and really tasty! My wife got the Pigs in a blanket. Basically crepes around sausages with eggs on the side. If we are ever back in KC, we’ll be back!	1
Outstanding place for quality Brunch. I love this place, great food & service. Service treated us so kindly. The bill was fair I would say. I see why this place has so many great reviews.	1
Didn't eat here. Tried to go for breakfast but no one seemed to know what was going on. No hostess, a bunch of people standing around. Couldn't tell if you ordered and then sat down or if that line was just for take out...	0
Overpriced, tasteless, rude staff. Won't return.	0
Not impressed. Overpriced, food sub par quality, employees cluelessly running around with no idea what’s going on.	0
Don’t waste your money here. Rude employees.	0
The place is hip and cool but food is like at a cheap diner. I’ve never had a flatter omelet and portabella mushrooms inside were still cold. My latte came with food in about 30 min (!) and was not good....potatoes were cold. The service wasn’t the best either. Street parking was easy.	0
Don't use them for catering!! Services promised were not rendered. Ran out of drinks for kids and adults at our wedding reception after 30 minutes. We had to find our own bartender the DAY before our wedding because, all of a sudden they didn't have the staff to accommodate this (even though we were told they would). Owner is very rude and difficult to work with. Best to just use someone else.	0
Ordered takeout and was quoted 15 minutes showed up and waiting via instructions was told food would be ready in a minute. Asked a server after 20 minutes of waiting if our food was ready and turns out it was and had been just sitting their getting cold. Was then told by the server we were rude for getting her attention to ask for our food.	0
Rude staff. Were there two hours and never got any food. After 30 minutes after we ordered we were told it take an hour to get our food. So we just left. People that came in after us we're getting their food. If you're looking for bad service  and a unclean place to eat. This would be the perfect restaurant for you.	0
Absolutely horrible. We had bugs in our food!!! And the employees were rude!	0
Told 20 minute wait and to wait outside in the cold or back by the kitchen. Then the staff kept telling us to get away from the kitchen but there was no place to go. After waiting 45+ minutes for a table we ordered... And waited over an hour for our food... We finally left when we were told-- "didn't they tell you it would be an hour before you get your food even after you get your table?" No. They didn't. We left with out food.	0
Unapologetically closed early.	0
Too weird of an atmosphere for me. :/ Didn't feel comfortable here. I ended up not eating because my friend and I felt so uncomfortable. Just honestly too weird.	0
This business supports Planned Parenthood! Looking forward to a wonderful brunch and walked out due to their signs everywhere for their plannted parenthood fundraiser. Stick to your good food and stay out of politics.	0
First time here. Can’t be seated until your whole party is in. Can’t order a drink at the bar while you wait. I will likely never come back due to the poor service which stinks because I love juice and the menu looks good. Terrible customer service	0
Waited an hour only to be told that their system wasn’t working and they and texted us... yet we received no text. Service was average and the atmosphere was very unwelcoming. The food was the most disappointing. Nothing special about this place at all.	0
Came here for breakfast while we were in KC and it was terrible. In fact, we ended up leaving without eating at the restaurant after sending back our pancakes twice because they weren’t at all cooked. But don’t worry, after all that they still charged us for our juices. Really terrible experience.	0
Great food! Service was excellent. Clean space, fresh product. Food arrived warm and exactly as described in the menu. Definitely going back!	1
Great food, excellent service. The Cafe is adorable. Love the menu.	1
Amazing food and great service! I recommend their fresh juice! I plan on going back next week.	1
I’ve lived as far as the west coast and have never experienced brunch quite like Succotash. The service is always amazing with unique personalities I adore. Not only is the food and service on parr, but the progressive values are a huge perk creating a really accepting atmosphere. There’s a reason you wait an hour to be seated and it’s because it’s worth the wait.	1
Wonderful food as always. Fastest I have ever gotten my food. Due to covid there is no seating inside but you can walk up, order food, and sit out side.	1
An amazing spot to eat. I got the build your $10 scrambler woth Marble Rye bread. It was amazing. I recommend this place highly.	1
Stopped in for breakfast on the morning of the SuperBowl largely due to good reviews on here. So glad we did! It's a blend of old-fashioned and modern at the same tie. I ordered the special red velvet pancakes that they had in honor of the Chiefs making it to the SuperBowl and they were outstanding. They literally outdid themselves by making a Chiefs arrowhead with yellow frosting on my cakes (see pic)	1
We had and unexpected hospital stay for our newborn back in January. Succotash was a welcome ray of sunshine in our stay. Great service, amazing food, and decor that tells you that you have come the right place.	1
Two words: Pork Hash. Wow, was it delicious! It's pricy at $13, but it's worth it at least once. We had excellent service. The place was jam packed with people waiting outside, but they still got us in sooner than they said they would. We were in a hurry to see a show at Crown Center, and our waitress accommodated us very well. We want to come back soon to try more menu items!	1
Nice site for quality brunch. Don't fret if it's busy, it is worth the wait. I've had nothing but great experiences here and will keep coming back.	1
Brunch, so great. This location is absolutely outstanding. Definitely worth a return trip. Prices were reasonable.	1
The squash omelet was to die for! Very friendly service and very good with keeping up to date and on top of the covid regulations. Way to push through the struggle!	1
From the Rosemary caramel latte to the pancake burrito everything was outstanding! The fun eclectic decor just adds to the charm! If you're in the Kansas City area you must check this place out!!!	1
The food was delicious, biscuits and gravy with French toast!	1
Oh my goodness, this place is amazing! I don't know how I've never been here before. Our waitress was fantastic and recommended several things. We settled on splitting the smoked salmon salad (freaking amazing ❤) and the gluten-free Maggie Cristo. I also the rosemary caramel latte, which was just as good as the food. There were so many ways to customize what you wanted, and I'm so excited to go back and try more amazing food.	1
Got the Bodybuilder and loved it. The Cubano juice is a little too cucumber-heavy, but everything  was great overall.	1
SO GOOD!!!! Staff is EXCELLENT and the food is incomparable! You have to try Succotash! While my pictures are not the best as we got take out, I’ve never had a better grilled cheese sandwich and tomato soup. Highly recommend!!	1
One of my favorite breakfast spots :)	1
Great food, quick service, generous portions. Take out only right now due to COVID, but their patio was perfect to sit in with my food!	1
My absolute FAVORITE breakfast/brunch joint! My boyfriend and I try to go every Sunday and have never been disappointed! The service is consistently satisfying, the atmosphere is cozy and hip the decor is funky and fun, and the food... ohman... it’s mouth watering to think about and even better to eat! The Rosemary Caramel Latte is probably one of the best lattes I’ve ever had! I get it every time I go and my boyfriend always gets the Cubano juicer. Their Benedicts are fabulous and the Specials are always very unique and popping with flavor. It’s off the beaten path being located in a neighborhood but something you don’t want to miss! There’s almost always a wait or line when we go (between 10:30am-1pm) so be prepared to possibly wait, but it’s worth it!	1
I love this neighborhood treasure! Great food and atmosphere! The coffee is from "Oddly Correct". Strong and tasty! Excellent and friendly staff and service! Very worth the wait!	1
Relaxed atmosphere, fresh ingredients, and a litany of delicious juices and coffees. Highly recommend to anyone looking for a unique mainstay to the KC area	1
Vegan pancakes!!! And the coffee was just what I needed. Strong but not bitter! It’s a honey of a spot. So glad this Minneapolis gal found it!	1
Eclectic. Funky. Hip. Cozy. Fun. Satisfying. The different hashes & breakfasts are phenomenal! Nice mix of breakfasts & lunch dishes made with a special culinary flair. They've got traditional  comfort style food (think eggs, beef, salads, pork, bacon, burgers) but also vegan, gluton free, and hallal.  We had The Modern Elvis - a vegan take on french toast with peanut butter, bananas, & caramel that tastes awesome (warning! also heavy & rich), vegan pancakes with fruit bowl, & a traditional short stack. Everything was fabulous (& we aren't even vegan). If you haven't eaten here yet, you are missing great food and a unique experience. Come once, you'll come back.	1
Service was amazing, food was great. I wish there was a little more space for waiting. The Southwest kitchen sink was delicious	1
brunch and the scene here is very good. Quick, helpful, and friendly service. Prices that won't break you.	1
Great service and even better food. Nice little place to go for a great breakfast with family or friends. I got Swedish pancakes, which came with a side of eggs and bacon!	1
Super cute, quaint, eclectic little breakfast hideaway. Great service. Lots of vegetarian options, but lots for the meat lovers also. I cannot pass up vegetarian biscuits and gravy - oh, so good it was! Friend had the french toast and bacon; my mom ate her leftovers and said fantastic especially the bacon. Fresh squeezed OJ was outstanding. I would go back again in a heartbeat.	1
Huge portions! Delicious quality food and drinks (coffee, latte, fresh pressed juice). Cute hipster goth like decor and staff.	1
Vegan brought me here. Absolutely loved the menu. Ordered the smoked salmon club without bacon & a side of home fries. Was incredibly delicious. The "best lemonade" very refreshing. Atmosphere was unique & fun. Staff was knowledgeable & helpful.	1
Really good variety of food that all tastes delicious.	1
Whew. The food is SO good here! Love the art and atmosphere. I went on a Friday morning and the place already had a wait list. Very impressive! I ordered the Kitchen Sink and it did not disappoint. I also got a juice, the Cubano, and it was refreshing and flavorful. I look forward to visiting again soon.	1
This cute spot is perfect for breakfast/brunch. The portion sizes are big and so were the smiles! Service was friendly and the flavor was great! Stop in for the french toast and seasonal snickerdoodle latte!	1
We LOVED Succotash. Our only mistake was both getting the spicy BLT on special because it was too tempting and not trying another dish. My husband, a BLT connoisseur (as one when is when they think eggs are “icky”), cites this as his favorite to date. We also loved the fresh squeezed juices. Can’t wait to go back!	1
This place had some of the best vegan bfast I've had!	1
Busy place when they open so you know it's good! Special was a morel mushroom omelette. Il this place is worth the wait!	1
Wow! What can I say other than AMAZING! I had the Burrito of Love and it blew my world. We sat at the bar and loved how friendly the staff was, the great food, the fun music, and great eclectic atmosphere.	1
Even though the restaurant was very busy (we visited on a Saturday morning), we were seated immediately. We ordered our coffees (rosemary caramel lattes and an Americano) and those took a while to come out, but they were delicious. The food came out shortly after and it was fantastic. Their menu is interesting with a lot of unique dishes, including burritos with pancakes instead of tortillas and a goat cheese/lingonberry/ham sandwich on sourdough French toast. The only thing that could have used improvement was the home fries, which were basically just pan fried potatoes that weren't crispy or seasoned. Overall though, this place was superb and we will definitely be back!	1
Delicious! A surprise delivery of many ready made sandwiches and salad brought to the hospital. This restaurant made fresh food for very appreciative staff workers! It was delicious and I cannot wait until I can have more! Thank you!	1
Solid spot for breakfast and great coffee.	1
I went to Succotash for breakfast with some friends recently for the first time since I was in college over 10 years ago.  I honestly had forgotten about it because I live on the Kansas side.  It was fabulous.	1
Great food. Great staff. Socially responsible patio dining.	1
Very unique restaurant with the decor. I was a lil iffy about dining here, my son picked out the place. I was pleasantly surprised by the service and the food was GREAT! I ordered the candied bacon shortstack with maple butter. I didn't realize the bacon would be in the pancakes, OMG but they were so delicious. Orange juice was fresh squeezed. I was totally stuffed, everything was perfect! I would definitely consider visiting again.	1
The food and service was exceptional. I had a cup of tomato bisque to start with, which is one of the better ones I've had. Nothing amazing, but solid flavors. I had the Maggie Cristo for the entree. The blend of goat cheese, lingonberry sauce, and ham all balanced each other very well. The mixture of salty, earthy, sweet, and bitter flavors went together very nicely, but the potatoes could use a little more seasoning. I had the Cup of Sunshine to drink which was superb as well. I don't normally like celery, but it paired well with all the fruit juices.	1
We’re picky when it comes to food and we found this diamond in the rough on our road trip, and we’re thoroughly surprised. The gluten free pancakes were especially amazing, but the service was exceptional. Clifford made us feel at home, even on the road! Going to make this a regular stop on our cross country travels home!	1
The staff is friendly and so accommodating. Succotash also makes it a point to support their employees with fair wages and also feed the homeless. The restaurant decor is art deco and all around fun and conversation pieces. Their food is top notch, affordable and they have gluten free options.	1
Great place, oozing with character, great food and friendly service. Eclectic and good energy. Would definitely come back next time in KC.	1
Pancakes as big as your plate and pressed juice to die from. Staff was so attentive and charming.	1
